N_estimators,max_features,Max_depth,Min_samples_leaf,Min_samples_split,bootstrap,Error-
471,,112.0,16,7,True,0.0978395805044739
444,log2,90.0,29,15,False,0.1400817526085302
132,,255.0,38,18,True,0.1217743113081588
18,sqrt,63.0,7,11,True,0.1274202809828453
158,,211.0,10,10,True,0.0928324511113356
218,log2,269.0,19,18,False,0.1283862298754913
522,sqrt,259.0,16,5,True,0.1323281291095702
81,,18.0,37,16,True,0.1209076055669513
265,sqrt,40.0,37,20,False,0.1494023184283876
90,sqrt,262.0,23,15,True,0.1532358650375248
59,sqrt,13.0,40,14,False,0.158270433068736
509,sqrt,278.0,36,20,False,0.1474839640169118
109,,168.0,46,3,False,0.1183939999852408
625,log2,128.0,49,7,True,0.1803661857062691
6,,177.0,31,11,True,0.1122660087832259
757,sqrt,,45,15,True,0.1755373166512871
344,log2,99.0,31,5,False,0.1426125903780373
156,log2,185.0,19,10,True,0.1417556270904448
345,log2,14.0,37,5,True,0.1692039720880123
687,,219.0,37,17,True,0.1212457143642324
69,log2,108.0,15,3,False,0.1280563284370114
424,,6.0,17,18,True,0.0991806467038118
643,,130.0,9,3,False,0.1114776450461481
499,,300.0,4,9,True,0.0877662832788499
217,,0.0,41,3,False,0.1136624368401033
468,sqrt,244.0,9,19,False,0.1116912177949589
392,log2,160.0,45,20,False,0.1571259089529233
379,,271.0,46,9,False,0.118393999985241
520,log2,278.0,37,19,True,0.1671624845557988
724,log2,248.0,9,6,True,0.1168668569139854
454,sqrt,43.0,12,14,True,0.1249279474470037
549,,26.0,28,12,False,0.1102847705954759
524,sqrt,158.0,44,9,False,0.1553857617001804
447,sqrt,133.0,50,17,False,0.1629939563938546
335,,255.0,28,19,False,0.1102847705954762
122,sqrt,2.0,3,5,True,0.2363035381666718
768,log2,180.0,27,8,True,0.1498237674947131
613,,17.0,15,15,False,0.1095157979730353
739,log2,139.0,37,11,False,0.1465699147323471
386,log2,213.0,12,17,True,0.1249840175043481
757,,201.0,27,5,True,0.1063095874966774
447,log2,287.0,10,14,False,0.113954398706441
173,,108.0,4,13,True,0.0896069047624666
69,,109.0,49,12,False,0.123125976392116
572,sqrt,88.0,2,5,True,0.0959905743259666
777,sqrt,46.0,39,3,True,0.1684938544057316
407,sqrt,128.0,39,12,False,0.1509689111645895
183,log2,279.0,13,2,True,0.1289790577873213
580,log2,276.0,47,5,True,0.178404630180194
774,,14.0,5,10,True,0.0887217727444342
