Alpha,L1_ratio,fit_intercept,Max_iter,selection,warm_start,Tol,Error-
6.4,0.1,True,502,cyclic,True,8.951772776649875e-07,0.1812252062325326
1.6,0.77,False,1604,random,False,3.1059363526706174e-07,0.6321770447096923
5.6000000000000005,0.8300000000000001,False,1647,cyclic,False,8.188483263108189e-07,0.6321770447096923
0.30000000000000004,0.4,True,679,random,False,3.6330760555866676e-07,0.1812252062325326
1.0,0.84,False,4644,cyclic,False,7.752242884918249e-07,0.6321770447096923
1.3,0.02,True,1066,cyclic,False,8.012366929681404e-07,0.17931812087148835
0.1,0.15,False,4938,cyclic,False,9.642645905592873e-07,0.16711971538968884
7.800000000000001,0.29,True,3394,random,False,7.107679050215034e-07,0.1812252062325326
7.1000000000000005,0.42,True,3106,cyclic,True,7.399245414770272e-07,0.1812252062325326
9.0,0.6900000000000001,True,1614,cyclic,False,3.5929151841127143e-07,0.1812252062325326
2.4000000000000004,0.71,False,4915,random,False,4.4875470820363686e-07,0.6321770447096923
5.800000000000001,0.63,True,4884,random,True,8.428149883918228e-07,0.1812252062325326
0.9,0.25,False,2594,random,True,6.048479854955353e-07,0.48191229727488644
1.3,0.16,True,4774,cyclic,True,2.6746843448254915e-07,0.1812252062325326
4.2,0.77,True,4792,cyclic,True,2.2198417083286367e-07,0.1812252062325326
1.0,0.0,True,2161,cyclic,False,1.4181842733969838e-08,0.17509644831848978
7.6000000000000005,0.41000000000000003,False,2039,cyclic,True,2.704130225785326e-07,0.6321770447096923
2.9000000000000004,0.88,True,4602,cyclic,False,5.961590008964671e-07,0.1812252062325326
0.7000000000000001,0.41000000000000003,False,635,cyclic,False,6.963597352681887e-07,0.535108805284929
8.200000000000001,0.53,True,3324,cyclic,True,4.202515224816196e-07,0.1812252062325326
3.1,0.61,True,4144,random,False,4.843235471708377e-07,0.1812252062325326
7.9,0.4,True,890,cyclic,True,4.2660002514880797e-07,0.1812252062325326
4.2,0.13,False,2071,random,False,9.355605860234056e-07,0.6321770447096923
7.4,0.8200000000000001,True,2397,random,False,2.6134055367951474e-07,0.1812252062325326
2.8000000000000003,0.4,False,3206,cyclic,False,3.4042901029930057e-07,0.6321770447096923
3.0,0.63,False,4232,random,True,2.0802173222844274e-07,0.6321770447096923
6.1000000000000005,0.8300000000000001,True,1654,cyclic,False,4.0433044369571505e-07,0.1812252062325326
1.8,0.91,True,4622,random,False,1.751772487373539e-07,0.1812252062325326
8.4,0.1,False,2300,random,False,6.920130263570749e-07,0.6321770447096923
0.5,0.64,True,3013,random,False,4.2399947884252927e-07,0.1812252062325326
3.5,0.8,False,1811,cyclic,True,7.155375834124404e-07,0.6321770447096923
7.1000000000000005,0.99,False,753,cyclic,True,7.195915410005517e-07,0.6321770447096923
7.6000000000000005,0.08,False,3991,cyclic,True,2.5195789266891866e-07,0.6321770447096923
4.1000000000000005,0.72,False,1011,random,False,2.399317915840018e-07,0.6321770447096923
2.1,0.38,True,3641,cyclic,True,3.0069154704342667e-07,0.1812252062325326
2.3000000000000003,0.18,True,4454,cyclic,False,8.92102385641943e-07,0.1812252062325326
6.800000000000001,0.05,True,3174,cyclic,True,6.144081670903765e-07,0.1812252062325326
5.7,0.93,True,2048,random,True,9.771312617678997e-07,0.1812252062325326
9.700000000000001,0.7000000000000001,False,3087,cyclic,True,6.069204033666281e-07,0.6321770447096923
8.8,0.26,False,920,cyclic,False,9.454759555197318e-07,0.6321770447096923
5.2,0.33,True,2134,random,False,8.211226714074222e-07,0.1812252062325326
4.9,0.13,True,3204,cyclic,False,3.079156082186398e-07,0.1812252062325326
5.1000000000000005,0.29,True,658,random,False,1.6479569161783936e-07,0.1812252062325326
4.4,0.56,False,4430,random,False,9.58880890202635e-07,0.6321770447096923
2.1,0.25,True,4445,random,True,9.80432611195902e-07,0.1812252062325326
7.2,0.65,True,2977,random,True,1.5381856711486966e-07,0.1812252062325326
2.0,0.99,False,3998,random,True,5.050782850646878e-07,0.6321770447096923
1.2000000000000002,0.75,True,3391,random,False,3.365016468685069e-07,0.1812252062325326
4.9,0.51,False,4775,random,True,5.827300789184563e-07,0.6321770447096923
8.6,0.3,False,1575,cyclic,False,6.218645463340221e-07,0.6321770447096923
