Alpha,L1_ratio,fit_intercept,Max_iter,selection,warm_start,Tol,Error-
4.1000000000000005,0.9400000000000001,True,3689,cyclic,True,4.7050462714585557e-07,0.22533726809928387
1.5,0.55,False,3625,random,False,8.562426805557823e-07,0.4782322747279697
4.1000000000000005,0.3,True,1968,random,False,8.805472660334352e-07,0.22533726809928387
7.6000000000000005,0.5,True,928,random,False,2.251547034197995e-08,0.22533726809928387
6.9,0.74,False,690,cyclic,False,7.564398446673801e-07,0.4782322747279697
2.4000000000000004,0.2,False,4074,cyclic,False,9.101048261190138e-07,0.4782322747279697
5.5,0.77,False,1024,random,True,2.6097816751095756e-07,0.4782322747279697
0.7000000000000001,0.65,True,4498,cyclic,True,2.8483987097043544e-07,0.22533726809928387
6.7,0.07,False,4233,cyclic,True,6.275369435498345e-07,0.4782322747279697
6.300000000000001,0.89,True,2284,cyclic,True,4.06534856666646e-07,0.22533726809928387
3.0,0.06,True,928,random,True,3.7218290482573027e-07,0.22533726809928387
9.0,0.67,True,4889,cyclic,False,8.301445589024414e-07,0.22533726809928387
0.4,0.9400000000000001,False,4049,random,False,6.363294529918044e-07,0.4782322747279697
5.800000000000001,0.31,False,4379,random,False,3.680864637364737e-07,0.4782322747279697
5.4,0.9400000000000001,False,2543,cyclic,False,8.042888604905051e-07,0.4782322747279697
7.1000000000000005,0.97,False,1526,cyclic,False,8.389354987850945e-07,0.4782322747279697
3.8000000000000003,0.56,True,1772,random,False,4.644576340149894e-07,0.22533726809928387
6.0,0.28,False,2900,cyclic,True,4.686428589006242e-07,0.4782322747279697
1.6,0.52,False,3780,random,True,3.0733138521909876e-07,0.4782322747279697
0.6000000000000001,0.61,False,1951,random,True,8.34527376287617e-07,0.4782322747279697
6.2,0.05,False,4358,cyclic,True,9.202284611280271e-07,0.4782322747279697
6.5,0.86,True,3194,random,True,1.5732231286864e-07,0.22533726809928387
4.3,0.19,True,3494,random,False,6.847192180345764e-07,0.22533726809928387
0.6000000000000001,0.64,True,4690,random,True,5.380219256678176e-07,0.22533726809928387
8.1,0.61,True,1794,cyclic,True,7.128311936073363e-07,0.22533726809928387
7.4,0.5,True,3047,random,False,9.115946554342856e-07,0.22533726809928387
10.0,0.9,False,1099,random,False,6.221941167426945e-07,0.4782322747279697
1.3,0.54,True,1512,random,False,7.988654898150327e-07,0.22533726809928387
2.5,0.71,False,2884,random,False,9.16611030713544e-07,0.4782322747279697
4.6000000000000005,0.75,False,3094,cyclic,True,3.670509820342575e-07,0.4782322747279697
9.9,0.93,True,4453,cyclic,True,9.276324723728488e-07,0.22533726809928387
7.4,0.33,False,3468,random,True,2.616949923234329e-07,0.4782322747279697
1.7000000000000002,0.03,False,4031,cyclic,True,6.790000454561187e-07,0.29453080479609234
1.1,0.23,True,2790,cyclic,False,5.867836434128442e-07,0.22533726809928387
6.9,0.77,False,4671,cyclic,True,3.553374321748883e-07,0.4782322747279697
3.0,0.79,True,4246,cyclic,True,8.377274833805153e-07,0.22533726809928387
4.9,0.03,True,1018,random,False,1.2377772563394637e-07,0.22533726809928387
7.1000000000000005,0.41000000000000003,True,4220,random,True,8.037222684730574e-07,0.22533726809928387
1.3,0.87,False,845,cyclic,False,1.9166016979646404e-07,0.4782322747279697
4.7,0.58,False,750,random,True,8.05091075706908e-07,0.4782322747279697
7.2,0.06,True,720,cyclic,False,8.229461962004265e-07,0.22533726809928387
4.7,0.78,True,3812,cyclic,True,4.0188865180620573e-07,0.22533726809928387
6.5,0.3,True,775,cyclic,True,7.037081683480374e-07,0.22533726809928387
5.9,0.3,False,2672,random,True,1.075230909312003e-07,0.4782322747279697
5.9,0.06,True,4360,cyclic,False,5.97601852458539e-07,0.22533726809928387
4.9,0.8300000000000001,False,2878,cyclic,False,7.463319240608034e-07,0.4782322747279697
1.8,0.35000000000000003,False,950,random,True,9.901440128992217e-07,0.4782322747279697
3.5,0.73,False,2869,random,True,4.7141197035452104e-07,0.4782322747279697
3.2,0.17,False,1715,random,False,3.813971182821426e-07,0.4782322747279697
5.1000000000000005,0.23,False,736,random,True,5.690907242381821e-07,0.4782322747279697
1.0,0.76,False,1756,random,False,5.771088514516353e-07,0.4782322747279697
4.5,0.1,False,2921,cyclic,True,8.265735078327134e-07,0.4782322747279697
8.700000000000001,0.96,True,3908,random,False,5.315110118955806e-07,0.22533726809928387
6.800000000000001,0.02,True,2606,cyclic,False,7.582639331433262e-07,0.22533726809928387
4.6000000000000005,0.73,False,2760,random,False,3.017454952900291e-07,0.4782322747279697
1.4000000000000001,0.64,True,3308,cyclic,True,5.899656365199432e-07,0.22533726809928387
7.4,0.7000000000000001,False,2053,random,False,7.868365022169327e-07,0.4782322747279697
8.9,0.23,False,4737,random,False,4.543903294232627e-07,0.4782322747279697
0.1,0.58,False,1035,cyclic,True,4.5860536110522723e-07,0.18924173097795616
8.9,0.24,True,1075,cyclic,True,8.332994664847453e-07,0.22533726809928387
2.6,0.54,True,3435,cyclic,False,2.753621033900478e-07,0.22533726809928387
1.2000000000000002,0.5,True,3059,random,True,5.335597590714325e-07,0.22533726809928387
8.3,0.63,True,1325,cyclic,False,1.940532871300077e-07,0.22533726809928387
4.1000000000000005,0.06,True,1264,cyclic,True,4.0373284192084336e-07,0.22533726809928387
0.1,0.72,False,1510,random,False,7.692889838607851e-07,0.19974672276953517
5.2,0.71,False,3130,cyclic,False,3.9007684368665466e-07,0.4782322747279697
7.2,0.86,False,976,cyclic,False,7.130619875699586e-07,0.4782322747279697
5.0,0.72,True,4941,random,False,7.817504739020875e-07,0.22533726809928387
6.2,0.39,False,3200,random,False,6.663661017560528e-07,0.4782322747279697
4.1000000000000005,0.29,False,1973,random,False,6.899261283406899e-07,0.4782322747279697
6.9,0.05,True,2697,cyclic,True,1.8140909752678447e-07,0.22533726809928387
2.4000000000000004,0.52,False,2144,random,False,6.725673912431733e-07,0.4782322747279697
3.5,0.99,False,2249,cyclic,True,5.8050694034677e-09,0.4782322747279697
6.800000000000001,0.9400000000000001,False,4982,cyclic,True,6.77398203262136e-07,0.4782322747279697
0.5,0.53,True,2459,cyclic,False,1.454063740376831e-07,0.22533726809928387
3.0,0.26,True,4770,cyclic,True,3.0447650501894057e-07,0.22533726809928387
1.7000000000000002,0.24,True,700,random,True,3.495799353134738e-07,0.22533726809928387
2.9000000000000004,0.07,True,4873,random,True,4.6835811439022367e-07,0.22533726809928387
7.7,0.12,False,3655,cyclic,True,7.094552049190614e-07,0.4782322747279697
4.9,0.1,False,766,random,False,2.540625546554192e-07,0.4782322747279697
8.0,0.96,False,3651,cyclic,False,5.625017150402549e-07,0.4782322747279697
9.600000000000001,0.34,True,3966,cyclic,True,5.748589666281983e-07,0.22533726809928387
6.300000000000001,0.33,False,1502,random,False,5.530607631968654e-07,0.4782322747279697
2.8000000000000003,0.05,False,3378,cyclic,False,3.923433960327624e-07,0.3902419406469777
0.8,0.31,True,4473,cyclic,False,7.979858123794277e-08,0.22533726809928387
2.4000000000000004,0.21,True,3729,random,False,3.1574799369947047e-07,0.22533726809928387
3.7,0.89,True,904,random,False,7.295316933029656e-07,0.22533726809928387
5.2,0.19,False,3083,random,False,6.586396111673586e-07,0.4782322747279697
7.2,0.8300000000000001,True,1317,cyclic,False,1.2310380312206826e-07,0.22533726809928387
7.9,0.02,False,2228,random,True,2.0525203215233407e-08,0.4413013823708704
7.800000000000001,0.9400000000000001,False,1263,random,False,2.727838874368871e-07,0.4782322747279697
8.8,0.44,False,2073,random,False,9.920979634926614e-07,0.4782322747279697
4.9,0.85,True,3454,random,True,9.670205177212102e-07,0.22533726809928387
3.0,0.75,False,2714,cyclic,True,2.2453424864086025e-07,0.4782322747279697
9.5,0.36,False,2522,cyclic,False,9.282901894582243e-08,0.4782322747279697
5.300000000000001,1.0,False,2013,cyclic,False,6.728574432108301e-07,0.4782322747279697
7.7,0.77,False,4328,random,False,4.020926586407364e-07,0.4782322747279697
8.700000000000001,0.41000000000000003,True,1369,random,False,8.57373702909934e-07,0.22533726809928387
1.0,0.16,True,1876,random,True,7.081869756524209e-07,0.22533726809928387
9.9,0.73,False,1928,cyclic,False,9.971678052373102e-07,0.4782322747279697
5.6000000000000005,0.49,False,940,cyclic,True,1.2290114515851803e-07,0.4782322747279697
7.800000000000001,0.8300000000000001,False,1962,random,True,3.231989069702208e-07,0.4782322747279697
4.9,0.17,True,1800,random,True,7.442637858891565e-08,0.22533726809928387
2.6,0.18,True,2659,random,False,2.9816433469318706e-07,0.22533726809928387
5.7,0.76,True,3942,cyclic,False,2.3364618329556503e-07,0.22533726809928387
0.6000000000000001,0.54,True,3246,random,True,9.035624564816922e-07,0.22533726809928387
2.4000000000000004,0.98,True,3194,cyclic,False,9.064279215535717e-08,0.22533726809928387
0.8,0.91,False,2148,random,True,9.491515975076852e-07,0.4782322747279697
1.1,0.05,False,2518,random,False,1.691232885931582e-07,0.27108800396615
7.1000000000000005,0.7000000000000001,False,1424,random,False,3.2756171059886337e-07,0.4782322747279697
7.0,0.46,False,4588,random,False,2.2308517171610648e-07,0.4782322747279697
7.9,0.06,False,620,cyclic,True,4.6387127583734453e-07,0.4782322747279697
2.8000000000000003,0.74,False,2513,random,True,4.476820793370637e-07,0.4782322747279697
8.700000000000001,0.68,True,3131,cyclic,True,5.019864005435474e-07,0.22533726809928387
9.600000000000001,0.8,False,4187,cyclic,True,1.0379521501850812e-07,0.4782322747279697
2.3000000000000003,0.56,False,4194,cyclic,True,6.413199374212904e-09,0.4782322747279697
0.30000000000000004,0.36,False,1494,cyclic,False,1.3561936241626318e-07,0.26469092013680867
0.1,0.8200000000000001,False,3677,cyclic,True,6.694828564631736e-07,0.2082599496348395
2.8000000000000003,0.49,True,3722,cyclic,False,5.2369468482675975e-08,0.22533726809928387
