Alpha,L1_ratio,fit_intercept,Max_iter,selection,warm_start,Tol,Error-
2.3000000000000003,0.93,False,930,cyclic,True,6.519980023960044e-07,1806.0633677120309
2.4000000000000004,0.27,False,3705,cyclic,True,7.986419571199935e-07,1872.4411637369867
5.800000000000001,0.13,True,3364,random,True,8.39469971347498e-07,1344.2587933239954
8.6,0.9,True,1035,random,False,5.275549292068481e-07,1255.532819334638
1.9000000000000001,0.6,False,1677,cyclic,True,1.1757331690764486e-08,1825.6538860468238
7.1000000000000005,0.32,True,2524,cyclic,False,6.075236155131954e-07,1341.0400799552956
5.7,0.78,True,1222,random,False,1.1294041795198942e-07,1267.3926756802841
9.1,0.66,True,2936,random,True,6.943965967723018e-07,1310.3009370109196
4.5,0.08,False,3084,random,False,8.99526585436472e-07,1989.785925705928
2.5,0.79,False,2679,random,False,7.809217903187124e-07,1815.9717064163672
3.7,0.97,True,1470,random,True,7.548580017409048e-08,1227.7273430255702
2.8000000000000003,0.04,False,1855,cyclic,False,9.911953888354766e-07,1921.4509695951901
2.9000000000000004,0.96,True,1121,cyclic,True,8.656529864680651e-07,1227.912957288964
3.9000000000000004,0.54,False,871,cyclic,True,4.2306713129834206e-07,1874.756563995516
8.700000000000001,0.06,False,3020,cyclic,True,8.032559899040263e-07,2164.7100717396684
9.5,0.51,False,4208,cyclic,False,1.5417101377894926e-07,2013.0194408553741
6.7,0.96,True,4932,random,True,2.3106663953542493e-07,1233.8051609033848
8.6,0.4,True,4528,cyclic,True,4.5232125659749314e-07,1346.1209742104827
7.1000000000000005,0.73,False,1375,cyclic,True,3.3136517813366264e-09,1881.3710328613993
0.30000000000000004,0.54,False,2081,random,False,3.554079084684968e-07,1805.6730008731486
3.0,0.8200000000000001,False,2210,cyclic,False,8.674274238381241e-07,1816.5191409466893
7.7,0.34,True,2775,random,True,8.203336521739474e-07,1344.913931571362
0.9,0.9500000000000001,True,3461,random,False,7.717054462650067e-07,1225.1334628612215
1.9000000000000001,0.99,True,4954,cyclic,False,7.693354418199334e-07,1224.1197338624095
9.3,0.34,False,1200,random,True,4.660498797381766e-07,2079.7547810729075
7.2,0.29,True,3986,random,False,9.154766830402204e-07,1345.3246809672378
6.4,0.08,False,2730,cyclic,True,1.2110329452774209e-08,2068.88083354045
9.200000000000001,0.01,True,3549,cyclic,False,9.416633705231471e-07,1392.1867116194007
9.700000000000001,0.43,False,2002,cyclic,True,2.673200963113119e-07,2053.0793710772264
4.9,0.31,False,763,random,True,4.24346664089712e-07,1955.0651912963326
5.0,0.41000000000000003,True,1571,random,True,5.736401485409899e-07,1307.0558120647943
8.5,0.9400000000000001,True,3082,cyclic,True,7.292263388394364e-07,1242.975795050647
0.9,0.81,True,3281,cyclic,False,1.8225834014092493e-07,1230.0277501024798
2.2,1.0,False,1800,cyclic,True,2.4154092339167638e-08,1803.4423095043485
